,is_spam,message,num_words,message_len,nb_tokenized_words,message_cleaned,XLM_en_embed
107,0,How would my ip address test that considering my computer isn't a minecraft server,15,82,14,How would my ip address test that considering my computer isn't a minecraft server,"[-0.33127478 -0.02398607 -1.3270322  ... -1.2270895  -0.22159895
 -4.52      ]"
108,0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,24,115,24,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,"[-4.4835954  -2.406489    2.011974   ... -3.9823587   0.643371
  0.69563913]"
109,0,Dont worry. I guess he's busy.,7,30,6,Dont worry. I guess he's busy.,"[ 0.5276432  -1.3763807  -0.6267884  ... -5.2573457   0.01042079
 -1.4410971 ]"
110,0,What is the plural of the noun research?,8,40,8,What is the plural of the noun research?,"[-1.9064116   1.3044834   0.11368412 ... -0.87689453  1.0665777
  0.2885604 ]"
111,0,Going for dinner.msg you after.,6,31,5,Going for dinner.msg you after.,"[ 0.13026653  2.8566523  -8.791969   ...  0.03918198  0.9975782
  1.0301853 ]"
112,0,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,25,96,24,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,"[-1.2306359  -0.93912995  0.70117366 ... -0.09064155 -0.9119175
  2.7076776 ]"
113,1,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,28,159,27,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,"[-1.3404797   0.74557966 -4.587598   ... -2.4724216  -0.5476289
  1.6921703 ]"
114,0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",27,143,24,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?","[ -2.966995     1.910681   -10.126924   ...   1.5103393   -0.49612808
  -0.6483194 ]"
115,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",31,156,32,"As I entered my cabin my PA said, '' Happy B'day Boss!!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","[-0.59270906 -0.5808498   1.4577616  ... -0.48603487 -0.04213856
  0.3786247 ]"
116,1,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,29,153,28,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,"[-0.79171705  3.0813262  -3.623775   ... -0.641989   -0.9643257
 -1.0845829 ]"
117,0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,12,72,13,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,"[-1.6537948e-01 -4.2455301e-01 -3.5727732e+00 ...  3.7496057e-01
 -5.8647615e-01 -5.7246373e-04]"
118,0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,17,86,15,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,[-4.9574695 -0.3931624  1.9665627 ...  3.5008488 -1.8961442  3.1879265]
119,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,20,144,20,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,"[-4.6240745   1.1394646  -3.0928297  ...  0.5332062   0.53173876
  1.015382  ]"
120,1,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",29,157,26,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM","[-2.211759    1.9548496   0.87853074 ... -1.9005364   0.06867427
  0.29762107]"
121,0,here is my new address -apples&pairs&all that malarky,10,53,8,here is my new address -apples&pairs&all that malarky,[-3.286205   2.7712672 -3.9244306 ...  2.412431   1.4336064  1.0158024]
122,1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,27,156,27,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,"[ 1.5794876   1.1427915  -5.5153384  ... -3.6258082  -0.94922453
  2.149462  ]"
123,0,I am going to sao mu today. Will be done only at 12 ,13,52,14,I am going to sao mu today. Will be done only at 12 ,"[ 1.545506   -0.9831123  -4.309883   ... -0.45752862 -0.43395108
  1.1673183 ]"
124,0,ÌÏ predict wat time Ì_'ll finish buying?,8,40,7,ÌÏ predict wat time Ì_'ll finish buying?,"[-0.07856204  1.7521857  -2.6715221  ... -0.49359927 -1.2017148
  0.50825644]"
125,0,"Good stuff, will do.",4,20,4,"Good stuff, will do.","[ 0.10213932  1.4861994  -7.0963287  ... -1.3782343  -0.08691315
  1.8600042 ]"
126,0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",49,244,46,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.","[-1.8574636  -0.38338605 -4.7253428  ...  0.28329125 -0.03101308
 -0.2746296 ]"
127,0,Are you there in room.,5,22,5,Are you there in room.,"[ 0.26429388  0.20183724 -9.5780525  ... -1.2750015  -0.05901302
 -0.5414005 ]"
128,0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,27,107,27,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,[-1.0039054  1.209858  -2.9168146 ...  0.5357062  1.2225993  1.4727029]
129,0,K..k:)how much does it cost?,7,28,5,K..k:)how much does it cost?,"[-2.9204094   2.7080665  -0.792538   ... -2.6555607  -1.6058537
  0.05221357]"
130,0,I'm home.,3,9,2,I'm home.,"[ 0.03347588  2.284947   -9.017863   ... -0.71688366  1.4592111
  1.8061806 ]"
131,0,"Dear, will call Tmorrow.pls accomodate.",6,39,5,"Dear, will call Tmorrow.pls accomodate.","[-0.87721395 -0.83040583 -0.5892441  ...  1.6534767   2.5935411
 -0.17259985]"
132,0,First answer my question.,4,25,4,First answer my question.,"[ -1.5091915    2.3046641  -11.056153   ...  -0.48758224   0.8118943
   1.5565814 ]"
133,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,28,126,25,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,"[-0.87478983 -0.36140922 -6.4437966  ...  0.7156623  -0.43383297
 -2.8792515 ]"
134,1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,31,162,28,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,"[-2.1565669   1.139577   -2.9770892  ...  2.5911016   0.23208347
  0.6875688 ]"
135,0,I only haf msn. It's yijue@hotmail.com,9,38,6,I only haf msn. It's yijue@hotmail.com,"[ -2.439126    1.3996958 -10.477148  ...   1.0484487   0.9646497
  -2.0125506]"
136,0,He is there. You call and meet him,8,34,8,He is there. You call and meet him,"[ 0.01870642  1.1626952   0.54381245 ... -1.5638825   0.31361255
 -0.25979626]"
137,0,No no. I will check all rooms befor activities,9,46,9,No no. I will check all rooms befor activities,[-3.0320232  1.0273995 -6.0686865 ... -0.5441458 -1.1134775  2.391325 ]
138,1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,32,155,32,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,"[-2.1584005   1.4020379  -5.2817397  ... -3.5695288  -0.14244565
  1.1849141 ]"
139,0,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,20,86,20,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,"[-1.2376257   0.35960436 -2.7962143  ... -0.14076497 -0.6188642
  0.5126134 ]"
140,0,"K, text me when you're on the way",9,33,8,"K, text me when you're on the way","[-6.4065504   2.9027588  -5.7948375  ... -1.5453436   0.41876778
  2.138722  ]"
141,0,"Sir, Waiting for your mail.",5,27,5,"Sir, Waiting for your mail.",[-2.0002453  1.1871079 -3.4976237 ... -0.5353155  0.7649769  0.6446899]
142,0,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",27,158,26,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""","[-1.9564154   0.6175327   0.36328945 ... -0.46897596 -0.6994271
  1.4242151 ]"
143,0,I know you are. Can you pls open the back?,10,42,10,I know you are. Can you pls open the back?,"[-0.731301    1.6225513  -0.44963098 ...  1.6078949  -0.09495237
 -2.7500012 ]"
144,0,Yes see ya not on the dot,7,25,7,Yes see ya not on the dot,"[ 0.69734037  1.0332571  -2.9543009  ...  2.4176052  -0.76437324
  2.74076   ]"
145,0,Whats the staff name who is taking class for us?,10,48,10,Whats the staff name who is taking class for us?,"[-1.5561773   2.6633646  -7.5202007  ...  0.30164546  1.2356523
  0.590017  ]"
146,1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",31,159,29,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","[-2.9154413   0.27670565 -3.0500264  ...  0.3137293   1.5394275
  0.56306714]"
147,0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,17,84,15,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,"[ 0.476319    1.9348913  -6.4278555  ... -1.7125735  -0.42858922
  0.21493018]"
148,0,K..i deleted my contact that why?,7,33,6,K..i deleted my contact that why?,"[-4.8122015   0.3620976  -2.4598162  ...  1.3240279   0.8178366
  0.43143442]"
149,0,Sindu got job in birla soft ..,6,30,7,Sindu got job in birla soft..,"[-1.3370218   0.52626175  1.8985261  ...  0.07930756  1.2164891
  0.023206  ]"
150,0,The wine is flowing and i'm i have nevering..,10,45,9,The wine is flowing and i'm i have nevering..,"[ -1.9300301   1.2482837 -11.689664  ...  -2.9989114   2.2494726
   2.8639803]"
151,0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,15,59,15,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,[-1.1488736 -1.6250901 -4.673911  ...  0.8482835  0.8968797  1.5234289]
152,0,Ok... Ur typical reply...,4,25,4,Ok... Ur typical reply...,[-2.040342   1.5238795 -2.8229058 ...  3.7819211 -0.6157857  2.2681265]
153,0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,26,160,26,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,"[-0.32806164  0.70732147 -2.4680822  ... -0.7533286   1.14477
 -0.62494725]"
154,0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",81,384,80,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",[ 1.1571999  4.3815217 -6.3161345 ... -1.141586   2.2248187  2.6239386]
155,0,Aaooooright are you at work?,5,28,5,Aaooooright are you at work?,[-0.6182753  1.8950812 -3.6920924 ...  0.4464734 -1.6105772  1.3750921]
156,0,I'm leaving my house now...,6,27,5,I'm leaving my house now...,"[ 1.0564737  -0.00739304 -0.78490293 ... -2.3856246  -2.8716915
 -0.03967592]"
157,0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",33,157,33,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me?","[-4.5348306   4.1578746  -2.2620888  ...  0.47773078  1.3172088
 -0.09555112]"
158,1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,19,124,19,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,"[ 6.0193607e-04 -2.0977342e+00 -6.0477686e+00 ... -1.4461082e+00
 -8.5831881e-01  1.4090801e+00]"
159,1,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,28,146,27,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,"[ 0.00507233  3.6679797  -4.1428976  ... -0.9668024   0.26147783
 -1.7948372 ]"
160,0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,25,115,24,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,"[-0.40971467  1.9130224  -3.8805192  ... -0.26520357  1.3399099
 -0.27139562]"
161,0,New car and house for my parents.:)i have only new job in hand:),14,64,13,New car and house for my parents.:)i have only new job in hand:),"[-2.071095    3.514231    3.2115831  ...  1.4844012   0.17362443
  1.7186235 ]"
162,0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,21,85,19,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,"[-0.41908252  1.5877548  -5.4882474  ... -0.22555113 -0.14580788
 -0.98772645]"
163,1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,31,152,24,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,"[-0.72347087  1.5003563  -4.6649046  ...  1.3365766   0.556878
  1.2372493 ]"
